[2026-01-26 14:35:33,630:INFO:Welcome to CNN Classifier]
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\main.py", line 34, in <module>
    model_trainer.main()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\pipeline\stage_03_model_training.py", line 17, in main
    training.train()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\components\model_training.py", line 92, in train
    class_weights = compute_class_weight(
NameError: name 'compute_class_weight' is not defined
[2026-01-29 16:07:13,811:INFO:*******************]
[2026-01-29 16:07:13,811:INFO:>>>>>> stage Training started <<<<<<]
[2026-01-29 16:07:13,814:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-29 16:07:13,815:INFO:yaml file: params.yaml loaded successfully]
[2026-01-29 16:07:13,815:INFO:created directory at: artifacts]
[2026-01-29 16:07:13,815:INFO:created directory at: artifacts\training]
[2026-01-29 16:07:15,742:ERROR:name 'ModelCheckpoint' is not defined]
Traceback (most recent call last):
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\main.py", line 34, in <module>
    model_trainer.main()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\pipeline\stage_03_model_training.py", line 19, in main
    training.train()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\components\model_training.py", line 103, in train
    ModelCheckpoint(
NameError: name 'ModelCheckpoint' is not defined
[2026-01-29 16:08:14,890:INFO:*******************]
[2026-01-29 16:08:14,890:INFO:>>>>>> stage Training started <<<<<<]
[2026-01-29 16:08:14,892:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-29 16:08:14,893:INFO:yaml file: params.yaml loaded successfully]
[2026-01-29 16:08:14,893:INFO:created directory at: artifacts]
[2026-01-29 16:08:14,894:INFO:created directory at: artifacts\training]
[2026-01-29 16:41:24,255:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-29 16:41:24,259:INFO:yaml file: params.yaml loaded successfully]
[2026-01-29 16:41:24,260:INFO:created directory at: artifacts]
[2026-01-29 16:54:27,113:WARNING:Found untraced functions such as _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op while saving (showing 5 of 54). These functions will not be directly callable after loading.]
[2026-01-29 16:54:31,553:INFO:Assets written to: C:\Users\ADMINI~1\AppData\Local\Temp\tmpu6t9x55b\model\data\model\assets]
[2026-01-29 16:57:03,708:INFO:>>>>>> stage Data Ingestion stage started <<<<<<]
[2026-01-29 16:57:03,710:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-29 16:57:03,711:INFO:yaml file: params.yaml loaded successfully]
[2026-01-29 16:57:03,713:INFO:created directory at: artifacts]
[2026-01-29 16:57:03,713:INFO:created directory at: artifacts/data_ingestion]
[2026-01-29 16:57:03,713:INFO:Downloading data from https://drive.google.com/file/d/1izBMIlkbwn_xj4sFc8ZuQy26Eqgt5bY-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-29 17:02:52,297:INFO:Downloaded data from https://drive.google.com/file/d/1izBMIlkbwn_xj4sFc8ZuQy26Eqgt5bY-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-29 17:03:28,182:INFO:>>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-29 17:03:28,185:INFO:*******************]
[2026-01-29 17:03:28,187:INFO:>>>>>> stage Prepare Base Model started <<<<<<]
[2026-01-29 17:03:28,194:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-29 17:03:28,203:INFO:yaml file: params.yaml loaded successfully]
[2026-01-29 17:03:28,206:INFO:created directory at: artifacts]
[2026-01-29 17:03:28,223:INFO:created directory at: artifacts/prepare_base_model]
[2026-01-29 17:03:30,314:WARNING:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2026-01-29 17:03:31,200:INFO:>>>>>> stage Prepare Base Model completed <<<<<<

x==========x]
[2026-01-29 17:03:31,200:INFO:*******************]
[2026-01-29 17:03:31,201:INFO:>>>>>> stage Training started <<<<<<]
[2026-01-29 17:03:31,202:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-29 17:03:31,204:INFO:yaml file: params.yaml loaded successfully]
[2026-01-29 17:03:31,204:INFO:created directory at: artifacts]
[2026-01-29 17:03:31,204:INFO:created directory at: artifacts\training]
[2026-01-30 00:25:25,692:INFO:>>>>>> stage Training completed <<<<<<

x==========x]
[2026-01-30 07:49:19,481:INFO:HTTP Request: GET https://dagshub.com/api/v1/repos/Siddhant20020/Kidney-Disease-Classification-DL-Project "HTTP/1.1 200 OK"]
[2026-01-30 07:49:19,510:INFO:Initialized MLflow to track repo "Siddhant20020/Kidney-Disease-Classification-DL-Project"]
[2026-01-30 07:49:19,515:INFO:Repository Siddhant20020/Kidney-Disease-Classification-DL-Project initialized!]
[2026-01-30 07:53:28,135:INFO:HTTP Request: GET https://dagshub.com/api/v1/repos/Siddhant20020/Kidney-Disease-Classification-DL-Project "HTTP/1.1 200 OK"]
[2026-01-30 07:53:28,144:INFO:Initialized MLflow to track repo "Siddhant20020/Kidney-Disease-Classification-DL-Project"]
[2026-01-30 07:53:28,151:INFO:Repository Siddhant20020/Kidney-Disease-Classification-DL-Project initialized!]
[2026-01-30 08:01:10,562:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 08:01:10,580:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 08:01:10,581:INFO:created directory at: artifacts]
[2026-01-30 08:14:57,307:WARNING:Found untraced functions such as _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op while saving (showing 5 of 54). These functions will not be directly callable after loading.]
[2026-01-30 08:15:01,494:INFO:Assets written to: C:\Users\ADMINI~1\AppData\Local\Temp\tmp0nftg4b_\model\data\model\assets]
[2026-01-30 08:28:34,331:INFO:*******************]
[2026-01-30 08:28:34,331:INFO:>>>>>> stage Evaluation stage started <<<<<<]
[2026-01-30 08:28:34,333:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 08:28:34,334:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 08:28:34,335:INFO:created directory at: artifacts]
[2026-01-30 08:42:45,466:ERROR:name 'np' is not defined]
Traceback (most recent call last):
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\main.py", line 48, in <module>
    model_evalution.main()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\pipeline\stage_04_model_evaluation.py", line 14, in main
    evaluation.evaluation()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\components\model_evaluation_mlflow.py", line 80, in evaluation
    y_pred = np.argmax(y_pred_prob, axis=1)
NameError: name 'np' is not defined
[2026-01-30 08:43:38,786:INFO:*******************]
[2026-01-30 08:43:38,786:INFO:>>>>>> stage Evaluation stage started <<<<<<]
[2026-01-30 08:43:38,789:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 08:43:38,791:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 08:43:38,791:INFO:created directory at: artifacts]
[2026-01-30 08:58:13,268:INFO:json file saved at: scores.json]
[2026-01-30 08:58:13,269:INFO:>>>>>> stage Evaluation stage completed <<<<<<

x==========x]
[2026-01-30 09:07:51,325:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 09:07:51,332:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 09:07:51,363:INFO:created directory at: artifacts]
[2026-01-30 09:08:10,349:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 09:08:10,357:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 09:08:10,362:INFO:created directory at: artifacts]
[2026-01-30 09:27:39,733:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 09:27:39,737:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 09:27:39,739:INFO:created directory at: artifacts]
[2026-01-30 09:39:01,101:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 09:39:01,105:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 09:39:01,107:INFO:created directory at: artifacts]
[2026-01-30 10:05:15,754:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 10:05:15,762:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 10:05:15,765:INFO:created directory at: artifacts]
[2026-01-30 10:29:07,367:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 10:29:07,379:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 10:29:07,381:INFO:created directory at: artifacts]
[2026-01-30 11:27:48,749:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 11:27:48,756:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 11:27:48,761:INFO:created directory at: artifacts]
[2026-01-30 11:52:42,557:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 11:52:42,565:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 11:52:42,567:INFO:created directory at: artifacts]
[2026-01-30 12:25:25,965:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 12:25:25,970:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 12:25:25,972:INFO:created directory at: artifacts]
[2026-01-30 12:48:58,258:WARNING:Found untraced functions such as _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op while saving (showing 5 of 54). These functions will not be directly callable after loading.]
[2026-01-30 12:49:17,702:INFO:Assets written to: C:\Users\ADMINI~1\AppData\Local\Temp\tmpabci_6rl\model\data\model\assets]
[2026-01-30 13:41:22,297:INFO:>>>>>> Stage Data Ingestion stage started <<<<<<]
[2026-01-30 13:41:22,299:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 13:41:22,299:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 13:41:22,301:INFO:created directory at: artifacts]
[2026-01-30 13:41:22,301:INFO:created directory at: artifacts/data_ingestion]
[2026-01-30 13:41:22,302:INFO:Downloading data from https://drive.google.com/file/d/1izBMIlkbwn_xj4sFc8ZuQy26Eqgt5bY-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-30 13:41:40,599:INFO:>>>>>> Stage Data Ingestion stage started <<<<<<]
[2026-01-30 13:41:40,601:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 13:41:40,602:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 13:41:40,603:INFO:created directory at: artifacts]
[2026-01-30 13:41:40,603:INFO:created directory at: artifacts/data_ingestion]
[2026-01-30 13:41:40,605:INFO:Downloading data from https://drive.google.com/file/d/1izBMIlkbwn_xj4sFc8ZuQy26Eqgt5bY-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-30 13:54:16,396:INFO:*******************]
[2026-01-30 13:54:16,396:INFO:>>>>>> stage Evaluation stage started <<<<<<]
[2026-01-30 13:54:16,399:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 13:54:16,400:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 13:54:16,401:INFO:created directory at: artifacts]
[2026-01-30 13:54:19,024:ERROR:[WinError 3] The system cannot find the path specified: 'artifacts/data_ingestion/kidney-ct-scan-image/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone']
Traceback (most recent call last):
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\main.py", line 48, in <module>
    model_evalution.main()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\pipeline\stage_04_model_evaluation.py", line 14, in main
    evaluation.evaluation()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\components\model_evaluation_mlflow.py", line 69, in evaluation
    self._valid_generator()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\components\model_evaluation_mlflow.py", line 42, in _valid_generator
    self.valid_generator = valid_datagenerator.flow_from_directory(
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\venv\lib\site-packages\keras\preprocessing\image.py", line 1648, in flow_from_directory
    return DirectoryIterator(
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\venv\lib\site-packages\keras\preprocessing\image.py", line 563, in __init__
    for subdir in sorted(os.listdir(directory)):
FileNotFoundError: [WinError 3] The system cannot find the path specified: 'artifacts/data_ingestion/kidney-ct-scan-image/CT-KIDNEY-DATASET-Normal-Cyst-Tumor-Stone'
[2026-01-30 13:55:57,300:INFO:>>>>>> stage Data Ingestion stage started <<<<<<]
[2026-01-30 13:55:57,320:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 13:55:57,334:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 13:55:57,335:INFO:created directory at: artifacts]
[2026-01-30 13:55:57,335:INFO:created directory at: artifacts/data_ingestion]
[2026-01-30 13:55:57,337:INFO:Downloading data from https://drive.google.com/file/d/1izBMIlkbwn_xj4sFc8ZuQy26Eqgt5bY-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-30 14:08:49,527:INFO:Downloaded data from https://drive.google.com/file/d/1izBMIlkbwn_xj4sFc8ZuQy26Eqgt5bY-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-30 14:09:23,841:INFO:>>>>>> Stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-30 14:13:26,204:INFO:>>>>>> Stage Prepare Base Model started <<<<<<]
[2026-01-30 14:13:26,209:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 14:13:26,210:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 14:13:26,212:INFO:created directory at: artifacts]
[2026-01-30 14:13:26,213:INFO:created directory at: artifacts/prepare_base_model]
[2026-01-30 14:13:28,435:WARNING:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2026-01-30 14:13:29,250:INFO:>>>>>> Stage Prepare Base Model completed <<<<<<

x==========x]
[2026-01-30 14:13:53,157:INFO:>>>>>> Stage Training started <<<<<<]
[2026-01-30 14:13:53,160:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 14:13:53,161:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 14:13:53,162:INFO:created directory at: artifacts]
[2026-01-30 14:13:53,164:INFO:created directory at: artifacts\training]
[2026-01-30 21:28:37,673:INFO:>>>>>> Stage Training completed <<<<<<

x==========x]
[2026-01-30 21:30:03,907:INFO:*******************]
[2026-01-30 21:30:03,908:ERROR:name 'STAGE_NAME' is not defined]
Traceback (most recent call last):
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\src\CNN_Classifier\pipeline\stage_04_model_evaluation.py", line 23, in <module>
    logger.info(f">>>>>> stage {STAGE_NAME} started <<<<<<")
NameError: name 'STAGE_NAME' is not defined
[2026-01-30 21:40:50,219:INFO:*******************]
[2026-01-30 21:40:50,220:ERROR:name 'STAGE_NAME' is not defined]
Traceback (most recent call last):
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\src\CNN_Classifier\pipeline\stage_04_model_evaluation.py", line 23, in <module>
    logger.info(f">>>>>> stage {STAGE_NAME} started <<<<<<")
NameError: name 'STAGE_NAME' is not defined
[2026-01-30 21:44:10,382:INFO:*******************]
[2026-01-30 21:44:10,383:ERROR:name 'STAGE_NAME' is not defined]
Traceback (most recent call last):
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\src\CNN_Classifier\pipeline\stage_04_model_evaluation.py", line 23, in <module>
    logger.info(f">>>>>> stage {STAGE_NAME} started <<<<<<")
NameError: name 'STAGE_NAME' is not defined
[2026-01-30 21:46:06,916:INFO:*******************]
[2026-01-30 21:46:06,916:ERROR:name 'STAGE_NAME' is not defined]
Traceback (most recent call last):
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\src\CNN_Classifier\pipeline\stage_04_model_evaluation.py", line 22, in <module>
    logger.info(f">>>>>> stage {STAGE_NAME} started <<<<<<")
NameError: name 'STAGE_NAME' is not defined
[2026-01-30 21:47:26,866:INFO:*******************]
[2026-01-30 21:47:26,867:INFO:>>>>>> stage model_evaluation started <<<<<<]
[2026-01-30 21:47:26,879:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 21:47:26,881:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 21:47:26,881:INFO:created directory at: artifacts]
[2026-01-30 21:59:27,461:ERROR:API request to endpoint /api/2.0/mlflow/runs/create failed with error code 403 != 200. Response body: '']
Traceback (most recent call last):
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\src\CNN_Classifier\pipeline\stage_04_model_evaluation.py", line 27, in <module>
    obj.main()
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\src\CNN_Classifier\pipeline\stage_04_model_evaluation.py", line 18, in main
    evaluation.log_into_mlflow()
  File "c:\users\administrator\desktop\kidney-disease-classification\src\CNN_Classifier\components\model_evaluation_mlflow.py", line 121, in log_into_mlflow
    with mlflow.start_run(run_name="ResNet50_4Class_Eval"):
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\venv\lib\site-packages\mlflow\tracking\fluent.py", line 350, in start_run
    active_run_obj = client.create_run(
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\venv\lib\site-packages\mlflow\tracking\client.py", line 275, in create_run
    return self._tracking_client.create_run(experiment_id, start_time, tags, run_name)
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\venv\lib\site-packages\mlflow\tracking\_tracking_service\client.py", line 131, in create_run
    return self.store.create_run(
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\venv\lib\site-packages\mlflow\store\tracking\rest_store.py", line 175, in create_run
    response_proto = self._call_endpoint(CreateRun, req_body)
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\venv\lib\site-packages\mlflow\store\tracking\rest_store.py", line 56, in _call_endpoint
    return call_endpoint(self.get_host_creds(), endpoint, method, json_body, response_proto)
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\venv\lib\site-packages\mlflow\utils\rest_utils.py", line 281, in call_endpoint
    response = verify_rest_response(response, endpoint)
  File "C:\Users\Administrator\Desktop\Kidney-Disease-Classification\venv\lib\site-packages\mlflow\utils\rest_utils.py", line 213, in verify_rest_response
    raise MlflowException(
mlflow.exceptions.MlflowException: API request to endpoint /api/2.0/mlflow/runs/create failed with error code 403 != 200. Response body: ''
[2026-01-30 22:07:12,056:INFO:*******************]
[2026-01-30 22:07:12,057:INFO:>>>>>> stage model_evaluation started <<<<<<]
[2026-01-30 22:07:12,060:INFO:yaml file: config\config.yaml loaded successfully]
[2026-01-30 22:07:12,065:INFO:yaml file: params.yaml loaded successfully]
[2026-01-30 22:07:12,067:INFO:created directory at: artifacts]
[2026-01-30 22:29:59,528:INFO:json file saved at: scores.json]
[2026-01-30 22:29:59,530:INFO:>>>>>> stage model_evaluation completed <<<<<<

x==========x]
[2026-01-30 22:45:00,494:INFO:[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.1.65:8080]
[2026-01-30 22:45:00,494:INFO:[33mPress CTRL+C to quit[0m]
[2026-01-30 22:45:00,496:INFO: * Restarting with stat]
[2026-01-30 22:45:08,200:WARNING: * Debugger is active!]
[2026-01-30 22:45:08,206:INFO: * Debugger PIN: 134-861-042]
[2026-01-30 22:45:08,717:INFO:127.0.0.1 - - [30/Jan/2026 22:45:08] "GET / HTTP/1.1" 200 -]
[2026-01-30 22:45:09,547:INFO:127.0.0.1 - - [30/Jan/2026 22:45:09] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -]
[2026-01-30 22:46:37,328:INFO:127.0.0.1 - - [30/Jan/2026 22:46:37] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:47:47,345:INFO:127.0.0.1 - - [30/Jan/2026 22:47:47] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:47:59,959:INFO:127.0.0.1 - - [30/Jan/2026 22:47:59] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:48:01,645:INFO:127.0.0.1 - - [30/Jan/2026 22:48:01] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:48:02,470:INFO:127.0.0.1 - - [30/Jan/2026 22:48:02] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:48:02,794:INFO:127.0.0.1 - - [30/Jan/2026 22:48:02] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:48:03,085:INFO:127.0.0.1 - - [30/Jan/2026 22:48:03] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:48:03,775:INFO:127.0.0.1 - - [30/Jan/2026 22:48:03] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:48:04,590:INFO:127.0.0.1 - - [30/Jan/2026 22:48:04] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:48:04,998:INFO:127.0.0.1 - - [30/Jan/2026 22:48:04] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:48:44,891:INFO:127.0.0.1 - - [30/Jan/2026 22:48:44] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:48:46,828:INFO:127.0.0.1 - - [30/Jan/2026 22:48:46] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:50:18,181:INFO:127.0.0.1 - - [30/Jan/2026 22:50:18] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:50:23,168:INFO:127.0.0.1 - - [30/Jan/2026 22:50:23] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:50:34,800:INFO:127.0.0.1 - - [30/Jan/2026 22:50:34] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:50:36,187:INFO:127.0.0.1 - - [30/Jan/2026 22:50:36] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:50:36,740:INFO:127.0.0.1 - - [30/Jan/2026 22:50:36] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:50:37,156:INFO:127.0.0.1 - - [30/Jan/2026 22:50:37] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:50:37,454:INFO:127.0.0.1 - - [30/Jan/2026 22:50:37] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:51:33,112:INFO:127.0.0.1 - - [30/Jan/2026 22:51:33] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:52:31,024:INFO:127.0.0.1 - - [30/Jan/2026 22:52:31] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:52:35,473:INFO:127.0.0.1 - - [30/Jan/2026 22:52:35] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:52:36,089:INFO:127.0.0.1 - - [30/Jan/2026 22:52:36] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:52:36,541:INFO:127.0.0.1 - - [30/Jan/2026 22:52:36] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:52:56,355:INFO:127.0.0.1 - - [30/Jan/2026 22:52:56] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:52:57,792:INFO:127.0.0.1 - - [30/Jan/2026 22:52:57] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:53:54,313:INFO:127.0.0.1 - - [30/Jan/2026 22:53:54] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:53:58,752:INFO:127.0.0.1 - - [30/Jan/2026 22:53:58] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:54:00,285:INFO:127.0.0.1 - - [30/Jan/2026 22:54:00] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:54:00,732:INFO:127.0.0.1 - - [30/Jan/2026 22:54:00] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:54:01,181:INFO:127.0.0.1 - - [30/Jan/2026 22:54:01] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:54:01,549:INFO:127.0.0.1 - - [30/Jan/2026 22:54:01] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:54:27,011:INFO:127.0.0.1 - - [30/Jan/2026 22:54:27] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:54:32,372:INFO:127.0.0.1 - - [30/Jan/2026 22:54:32] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:54:33,373:INFO:127.0.0.1 - - [30/Jan/2026 22:54:33] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:54:33,667:INFO:127.0.0.1 - - [30/Jan/2026 22:54:33] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:54:33,970:INFO:127.0.0.1 - - [30/Jan/2026 22:54:33] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:55:45,855:INFO:127.0.0.1 - - [30/Jan/2026 22:55:45] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:55:46,778:INFO:127.0.0.1 - - [30/Jan/2026 22:55:46] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:55:47,123:INFO:127.0.0.1 - - [30/Jan/2026 22:55:47] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:55:58,005:INFO:127.0.0.1 - - [30/Jan/2026 22:55:58] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:56:15,584:INFO:127.0.0.1 - - [30/Jan/2026 22:56:15] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:57:04,617:INFO: * Detected change in 'C:\\Users\\Administrator\\Desktop\\Kidney-Disease-Classification\\app.py', reloading]
[2026-01-30 22:57:05,303:INFO: * Restarting with stat]
[2026-01-30 22:57:12,821:WARNING: * Debugger is active!]
[2026-01-30 22:57:12,827:INFO: * Debugger PIN: 134-861-042]
[2026-01-30 22:58:00,326:INFO:127.0.0.1 - - [30/Jan/2026 22:58:00] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:58:05,721:INFO:127.0.0.1 - - [30/Jan/2026 22:58:05] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:58:23,337:INFO:127.0.0.1 - - [30/Jan/2026 22:58:23] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 22:58:29,346:INFO:127.0.0.1 - - [30/Jan/2026 22:58:29] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:01:13,069:INFO: * Detected change in 'C:\\Users\\Administrator\\Desktop\\Kidney-Disease-Classification\\src\\CNN_Classifier\\pipeline\\prediction.py', reloading]
[2026-01-30 23:01:13,645:INFO: * Restarting with stat]
[2026-01-30 23:01:21,672:WARNING: * Debugger is active!]
[2026-01-30 23:01:21,677:INFO: * Debugger PIN: 134-861-042]
[2026-01-30 23:01:22,965:INFO:127.0.0.1 - - [30/Jan/2026 23:01:22] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:01:29,686:INFO:127.0.0.1 - - [30/Jan/2026 23:01:29] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:07:20,136:INFO:127.0.0.1 - - [30/Jan/2026 23:07:20] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:08:40,860:INFO: * Detected change in 'C:\\Users\\Administrator\\Desktop\\Kidney-Disease-Classification\\app.py', reloading]
[2026-01-30 23:08:41,569:INFO: * Restarting with stat]
[2026-01-30 23:08:49,655:WARNING: * Debugger is active!]
[2026-01-30 23:08:49,658:INFO: * Debugger PIN: 134-861-042]
[2026-01-30 23:10:23,426:INFO:127.0.0.1 - - [30/Jan/2026 23:10:23] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:10:24,620:INFO:127.0.0.1 - - [30/Jan/2026 23:10:24] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:11:43,770:INFO:127.0.0.1 - - [30/Jan/2026 23:11:43] "GET / HTTP/1.1" 200 -]
